Comment,Designator,Footprint,LCSC
74HC688,U2,TSSOP-20_W4.4mm,C132045
4.7uF,C1,C_0402_1005Metric,C23733
10K,R1,R_0402_1005Metric,C25744
FPC-05F-18PH20,"FPC1,FPC2",FPC-SMD_18P-P0.50_FPC-05F-18PH20,C2856802
WS2812C-2020-V1,"LED1,LED2",LED-SMD_4P-L2.0-W2.0-TL_WS2812B-2020,C2976072
TS-1088R-02026,SW1,SW-SMD_L3.9-W3.0-P4.45,C455280
HC32L110C6UA,U1,QFN-20-1EP_3x3mm_P0.4mm_EP1.4x1.4mm,C493490
smd_insert,I1,insert_1.2mm,
NPTH,KiKit_MB_9_3,NPTH,
NPTH,KiKit_MB_8_1,NPTH,
NPTH,KiKit_MB_13_1,NPTH,
NPTH,KiKit_MB_1_1,NPTH,
NPTH,KiKit_MB_11_6,NPTH,
NPTH,KiKit_MB_12_6,NPTH,
NPTH,KiKit_MB_2_1,NPTH,
NPTH,KiKit_MB_4_7,NPTH,
NPTH,KiKit_MB_13_3,NPTH,
NPTH,KiKit_MB_3_6,NPTH,
NPTH,KiKit_MB_5_5,NPTH,
NPTH,KiKit_MB_7_7,NPTH,
NPTH,KiKit_MB_2_2,NPTH,
NPTH,KiKit_MB_10_1,NPTH,
NPTH,KiKit_MB_9_2,NPTH,
NPTH,KiKit_MB_8_2,NPTH,
NPTH,KiKit_MB_2_7,NPTH,
NPTH,KiKit_MB_1_5,NPTH,
NPTH,KiKit_MB_13_4,NPTH,
NPTH,KiKit_MB_3_1,NPTH,
NPTH,KiKit_MB_12_4,NPTH,
NPTH,KiKit_MB_14_5,NPTH,
NPTH,KiKit_MB_11_5,NPTH,
NPTH,KiKit_MB_8_7,NPTH,
NPTH,KiKit_MB_2_4,NPTH,
NPTH,KiKit_MB_2_3,NPTH,
NPTH,KiKit_MB_12_1,NPTH,
NPTH,KiKit_MB_5_4,NPTH,
NPTH,KiKit_MB_3_5,NPTH,
NPTH,KiKit_MB_2_6,NPTH,
NPTH,KiKit_MB_7_1,NPTH,
NPTH,KiKit_MB_15_2,NPTH,
NPTH,KiKit_MB_11_3,NPTH,
NPTH,KiKit_MB_1_7,NPTH,
NPTH,KiKit_MB_8_4,NPTH,
NPTH,KiKit_MB_6_4,NPTH,
NPTH,KiKit_MB_9_6,NPTH,
NPTH,KiKit_MB_4_6,NPTH,
NPTH,KiKit_MB_15_5,NPTH,
NPTH,KiKit_TO_4,NPTH,
NPTH,KiKit_MB_7_2,NPTH,
NPTH,KiKit_MB_5_2,NPTH,
NPTH,KiKit_MB_12_5,NPTH,
NPTH,KiKit_MB_5_6,NPTH,
NPTH,KiKit_MB_11_1,NPTH,
NPTH,KiKit_MB_1_6,NPTH,
NPTH,KiKit_MB_9_5,NPTH,
NPTH,KiKit_MB_4_2,NPTH,
NPTH,KiKit_MB_10_2,NPTH,
NPTH,KiKit_MB_16_4,NPTH,
NPTH,KiKit_MB_10_4,NPTH,
NPTH,KiKit_MB_12_2,NPTH,
NPTH,KiKit_MB_3_3,NPTH,
NPTH,KiKit_MB_7_4,NPTH,
NPTH,KiKit_MB_1_2,NPTH,
NPTH,KiKit_TO_1,NPTH,
NPTH,KiKit_MB_10_3,NPTH,
NPTH,KiKit_TO_3,NPTH,
NPTH,KiKit_MB_4_1,NPTH,
NPTH,KiKit_MB_5_3,NPTH,
NPTH,KiKit_MB_5_7,NPTH,
NPTH,KiKit_MB_4_3,NPTH,
NPTH,KiKit_MB_6_6,NPTH,
NPTH,KiKit_MB_1_3,NPTH,
NPTH,KiKit_MB_15_3,NPTH,
NPTH,KiKit_MB_3_7,NPTH,
NPTH,KiKit_MB_12_3,NPTH,
NPTH,KiKit_MB_16_3,NPTH,
NPTH,KiKit_MB_15_6,NPTH,
NPTH,KiKit_MB_16_2,NPTH,
NPTH,KiKit_MB_4_5,NPTH,
NPTH,KiKit_MB_9_1,NPTH,
NPTH,KiKit_MB_4_4,NPTH,
NPTH,KiKit_MB_3_2,NPTH,
NPTH,KiKit_MB_10_5,NPTH,
NPTH,KiKit_MB_16_5,NPTH,
NPTH,KiKit_TO_2,NPTH,
NPTH,KiKit_MB_14_2,NPTH,
NPTH,KiKit_MB_6_5,NPTH,
NPTH,KiKit_MB_6_1,NPTH,
NPTH,KiKit_MB_14_3,NPTH,
NPTH,KiKit_MB_11_2,NPTH,
NPTH,KiKit_MB_14_4,NPTH,
NPTH,KiKit_MB_2_5,NPTH,
NPTH,KiKit_MB_16_1,NPTH,
NPTH,KiKit_MB_6_7,NPTH,
NPTH,KiKit_MB_14_6,NPTH,
